id;data_evento;nome_canal;info_campanha;id_regiao;tipo_dispositivo;id_audiencia;impressoes;clicks;leads;conversoes;custo;receita;criado_em
34629;2025-03-19;Google Ads;Conhecimento|Conhecimento - Curso|41350.96;8;TABLET;9;44206;669;163;25;4370.6;14388.41;2026-06-05 12:48:02.921284
48444;2025-09-20;LinkedIn Ads;Tráfego|Black Friday - Curso|34922.72;14;TABLET;15;1041;24;1;0;93.46;0.0;2026-06-05 12:48:25.144886
22658;2025-04-20;META ADS;Leads|Lançamento - Streaming|40234.48;14;Computador;8;2013;67;3;0;484.34;0.0;2026-06-05 12:47:44.249759
9531;2025-08-13; GOOGLE ADS ;Conhecimento|Conversão - Notebook|12948.76;2;Celular;19;46486;2730;623;62;7514.37;39041.41;2026-06-05 12:47:23.859494
42281;2025-07-19; GOOGLE ADS ;Leads|Promoção - Curso|38158.69;19; celular ;15;14592;796;108;24;3124.28;21390.51;2026-06-05 12:48:15.534064
3927;2025-12-06;google ads;Conversão|Natal - Seguro|32105.21;15; celular ;16;34945;2008;215;20;12900.52;25732.16;2026-06-05 12:47:14.996654
47662;2025-06-12;email marketing;Tráfego|Black Friday - Notebook|16414.42;3;TABLET;12;8818;177;17;2;277.71;425.59;2026-06-05 12:48:23.954666
37320;2025-04-23; TikTok Ads ;Tráfego|Retenção - Smartphone|46353.04;12;TABLET;13;18073;1411;218;45;8686.56;53948.74;2026-06-05 12:48:07.152657
40172;2025-04-06;email marketing;Conhecimento|Promoção - Streaming|22865.73;13;Celular;3;39618;781;122;30;4421.84;19464.74;2026-06-05 12:48:12.268848
45367;2025-12-22;Meta Ads;Conversão|Retenção - E-commerce|49009.36;13;CELULAR;18;10738;386;95;23;1899.26;33301.65;2026-06-05 12:48:20.214461
10543;2025-07-01;email marketing;Leads|Geração de Lead - Notebook|27658.26;19; computador;11;42445;1870;379;93;11971.7;74745.74;2026-06-05 12:47:25.399672
7644;2025-09-05;Linkedin Ads;Conversão|Carrinho Abandonado - Seguro|49254.33;18;Celular;5;75565;4488;696;64;10445.34;20249.08;2026-06-05 12:47:20.741815
38607;2025-07-10;email marketing;Tráfego|Conversão - Smartphone|19676.25;11;TABLET;22;18844;677;146;33;1803.7;29971.58;2026-06-05 12:48:09.421098
37087;2025-05-18;GoogleAds;Conversão|Retenção - Streaming|21833.57;14;Celular;11;36850;886;142;34;856.49;45106.98;2026-06-05 12:48:06.807229
11803;2025-01-26; GOOGLE ADS ;Tráfego|Retenção - Smartphone|46353.04;6;CELULAR;1;21012;582;98;16;2311.09;5851.92;2026-06-05 12:47:27.326293
21417;2025-02-12;META ADS;Leads|Geração de Lead - Notebook|27658.26;10; computador;22;28530;2127;324;70;16116.69;54379.32;2026-06-05 12:47:42.306597
20521;2025-04-14;Google Ads;Leads|Carrinho Abandonado - Streaming|29039.22;18;Tablet;5;87548;5194;541;93;4247.89;65904.0;2026-06-05 12:47:40.794923
9373;2025-12-11;Meta Ads;Conhecimento|Conhecimento - Curso|41350.96;3; celular ;4;12932;325;19;2;252.06;2098.44;2026-06-05 12:47:23.627311
40652;2025-07-14;meta ads;Conhecimento|Conversão - Seguro|8170.15;16;Celular;24;45678;2550;373;83;18894.42;47223.05;2026-06-05 12:48:12.996850
50286;2025-09-27;LinkedIn Ads;Tráfego|Black Friday - Notebook|16414.42;8; computador;20;7737;175;30;4;873.58;2902.14;2026-06-05 12:47:48.272252
31168;2025-09-24;Email Marketing;Conversão|Geração de Lead - Seguro|38516.28;13; computador;11;87356;3359;330;57;4381.06;17258.78;2026-06-05 12:47:57.401209
31870;2025-05-12;google ads;Conversão|Natal - Seguro|32105.21;8;CELULAR;2;74284;1262;291;46;3074.56;45394.12;2026-06-05 12:47:58.508303
25347;2025-03-27;LinkedIn Ads;Tráfego|Retenção - Notebook|32778.1;3;Tablet;18;64840;65830;12609;2130;43507.0;3087446.71;2026-06-05 12:47:48.299459
50533;2025-05-28; TikTok Ads ;Leads|Conversão - Streaming|36856.91;4;TABLET;18;1330;75;15;1;460.69;768.63;2026-06-05 12:47:38.761550
253;2025-10-20;email marketing;Conhecimento|Black Friday - Cartão|31537.11;15;Tablet;8;41940;2679;561;127;5911.04;137410.43;2026-06-05 12:47:09.098842
3743;2025-08-19; GOOGLE ADS ;Leads|Geração de Lead - Notebook|27658.26;8;CELULAR;11;81625;5729;732;91;22358.02;37787.18;2026-06-05 12:47:14.722861
38635;2025-10-26;email marketing;Conversão|Geração de Lead - Seguro|38516.28;15; celular ;23;14038;767;85;25;2817.25;14418.4;2026-06-05 12:48:09.495424
37418;2025-11-11;email marketing;Tráfego|Promoção - Cartão|35278.57;19;Tablet;2;31061;1566;125;12;11302.37;17650.79;2026-06-05 12:48:07.300357
44468;2025-11-10;LinkedIn Ads;Tráfego|Promoção - Cartão|35278.57;17; celular ;20;1920;73;7;0;231.97;0.0;2026-06-05 12:48:18.870548
42181;2025-01-06;google ads;Tráfego|Lançamento - Curso|14891.77;17;TABLET;15;77242;5656;470;35;8615.82;5121.42;2026-06-05 12:48:15.382477
25827;2025-02-19;Meta Ads;Tráfego|Retenção - Smartphone|46353.04;14;Celular;9;35488;2193;221;51;2654.84;31350.47;2026-06-05 12:47:49.012228
28863;2025-12-13;meta ads;Conhecimento|Conversão - Seguro|8170.15;10; computador;23;28585;1652;153;17;5847.61;24714.44;2026-06-05 12:47:53.871144
24545;2025-12-26; TikTok Ads ;Conhecimento|Remarketing - Curso|15951.94;5; computador;20;51336;4015;721;211;5624.33;43295.33;2026-06-05 12:47:47.105992
48760;2025-11-07;Email Marketing;Tráfego|Black Friday - Curso|34922.72;9; celular ;12;73935;4988;617;42;25651.48;46417.14;2026-06-05 12:48:25.630291
13570;2025-08-30;META ADS;Conhecimento|Conversão - Notebook|12948.76;9; celular ;1;12468;410;74;18;2794.79;17170.94;2026-06-05 12:47:30.001324
50880;2025-02-09;LinkedIn Ads;Leads|Conversão - Notebook|17121.39;11; celular ;14;55895;1851;191;39;11757.62;45227.88;2026-06-05 12:47:17.058250
13752;2025-09-01;GoogleAds;Tráfego|Conversão - Smartphone|19676.25;20; celular ;22;75537;2084;296;23;3731.08;26133.2;2026-06-05 12:47:30.280348
45822;2025-10-30; GOOGLE ADS ;Conversão|Promoção - Seguro|44497.74;14;Celular;13;9845;366;72;18;913.66;4833.56;2026-06-05 12:48:20.906789
35075;2025-08-27;email marketing;Leads|Conhecimento - Consultoria|13785.26;6;TABLET;4;60789;1747;327;87;6617.6;25629.15;2026-06-05 12:48:03.651276
25832;2025-12-17;Email Marketing;Leads|Promoção - Curso|38158.69;12;Computador;8;79650;3018;695;193;16683.82;103855.38;2026-06-05 12:47:49.019310
8236;2025-11-19;Email Marketing;Tráfego|Conversão - Smartphone|19676.25;2;Tablet;3;74884;2931;533;87;4307.53;87131.15;2026-06-05 12:47:21.787573
21364;2025-12-11;Google Ads;Conversão|Carrinho Abandonado - E-commerce|23497.06;20; celular ;3;87214;4200;252;29;23564.09;28359.28;2026-06-05 12:47:42.230374
108;2025-07-31; TikTok Ads ;Leads|Promoção - Cartão|27992.3;17;TABLET;13;24682;783;165;15;2269.06;8259.01;2026-06-05 12:47:08.872920
27864;2025-06-15; GOOGLE ADS ;Conhecimento|Black Friday - Cartão|31537.11;16; celular ;19;97247;1224;116;13;9120.71;7451.78;2026-06-05 12:47:52.270239
11915;2025-12-21;Linkedin Ads;Leads|Promoção - Curso|38158.69;4; celular ;24;13376;633;112;6;2144.33;2096.01;2026-06-05 12:47:27.503372
50456;2025-08-22;meta ads;Tráfego|Black Friday - Notebook|16414.42;15; computador;1;61292;846;158;25;3632.28;13520.85;2026-06-05 12:47:27.442231
3961;2025-08-05; TikTok Ads ;Conversão|Carrinho Abandonado - E-commerce|23497.06;14; celular ;3;87111;4688;1049;260;25169.91;227017.49;2026-06-05 12:47:15.050466
25645;2025-03-25;Google Ads;Conhecimento|Geração de Lead - Notebook|10896.38;10;CELULAR;16;40065;2792;337;42;17749.8;55549.79;2026-06-05 12:47:48.744503
16164;2025-02-02;email marketing;Leads|Conversão - Notebook|17121.39;14;TABLET;13;71818;2472;192;28;8376.89;4498.46;2026-06-05 12:47:34.177751
14908;2025-06-05;Linkedin Ads;Conversão|Retenção - Curso|31124.09;1; celular ;22;82894;829;68;10;5980.3;13911.65;2026-06-05 12:47:32.222815
1177;2025-06-29;Google Ads;Tráfego|Promoção - Cartão|35278.57;20;Celular;9;92422;1943;210;49;10511.48;46839.0;2026-06-05 12:47:10.523227
27261;2025-12-27;Email Marketing;Leads|Promoção - Curso|38158.69;8;Computador;11;4040;310;26;3;1480.07;1405.46;2026-06-05 12:47:51.345406
1119;2025-12-22;Email Marketing;Tráfego|Retenção - Smartphone|46353.04;1;TABLET;1;58812;3602;443;65;18228.75;32170.71;2026-06-05 12:47:10.428425
10559;2025-01-12;google ads;Conversão|Natal - E-commerce|8437.21;13;Celular;8;22517;484;80;5;2254.42;1060.95;2026-06-05 12:47:25.422755
1433;2025-11-21;email marketing;Leads|Conversão - Streaming|36856.91;16; celular ;13;51774;2685;614;91;3424.26;104041.29;2026-06-05 12:47:10.929363
30464;2025-10-29;LinkedIn Ads;Leads|Lançamento - Streaming|40234.48;19; computador;15;18810;715;49;13;4613.05;11438.17;2026-06-05 12:47:56.286325
23594;2025-08-03;Linkedin Ads;Conhecimento|Conversão - Notebook|12948.76;2;TABLET;1;52519;3890;767;57;23246.15;47566.2;2026-06-05 12:47:45.680482
28026;2025-09-08;LinkedIn Ads;Conhecimento|Geração de Lead - Streaming|19528.65;14;Computador;10;5525;197;26;3;1348.28;1699.68;2026-06-05 12:47:52.507334
31004;2025-06-06;Google Ads;Conversão|Conversão - E-commerce|8801.59;19;Celular;11;4215;311;74;16;1376.27;14740.31;2026-06-05 12:47:57.158810
24966;2025-11-10;Google Ads;Leads|Conhecimento - Streaming|5411.44;18;TABLET;14;9512;753;71;20;2797.05;13302.15;2026-06-05 12:47:47.724349
39487;2025-12-31;meta ads;Conversão|Carrinho Abandonado - E-commerce|23497.06;18;Tablet;10;29109;1769;241;35;7994.24;4757.63;2026-06-05 12:48:11.225239
45546;2025-11-09; GOOGLE ADS ;Conversão|Carrinho Abandonado - E-commerce|23497.06;2;Celular;23;38111;1757;329;97;4813.5;25316.14;2026-06-05 12:48:20.478812
20374;2025-08-09;Email Marketing;Leads|Conhecimento - Curso|30403.04;17; celular ;15;28509;2185;228;13;7667.58;10313.07;2026-06-05 12:47:40.564607
39458;2025-10-04;Email Marketing;Leads|Geração de Lead - Notebook|27658.26;1;Celular;4;1321;98;18;1;574.96;407.03;2026-06-05 12:48:11.093402
8777;2025-01-14;Google Ads;Conhecimento|Remarketing - Smartphone|27196.56;13;Tablet;19;11563;254;36;2;1828.0;2322.42;2026-06-05 12:47:22.673032
45653;2025-04-19;email marketing;Conhecimento|Geração de Lead - Streaming|19528.65;8; celular ;20;59426;60054;12770;1433;464374.71;904294.07;2026-06-05 12:48:20.655447
21348;2025-03-22; TikTok Ads ;Conversão|Retenção - Streaming|21833.57;17;Tablet;19;5558;390;82;18;2508.49;14361.4;2026-06-05 12:47:42.207402
6192;2025-03-01;Google Ads;Tráfego|Remarketing - E-commerce|42506.06;18;Tablet;21;3610;156;12;1;207.08;1074.63;2026-06-05 12:47:18.521374
13837;2025-02-11;META ADS;Conhecimento|Promoção - Streaming|22865.73;8; celular ;14;98288;4797;458;75;27290.57;44697.95;2026-06-05 12:47:30.411400
23757;2025-06-23;LinkedIn Ads;Conhecimento|Promoção - Streaming|22865.73;15;Computador;7;54871;4270;291;65;10129.37;34785.73;2026-06-05 12:47:45.922036
22624;2025-07-14;Meta Ads;Tráfego|Black Friday - Notebook|16414.42;10;Tablet;18;81346;2026;129;16;2525.09;5722.44;2026-06-05 12:47:44.196675
41976;2025-12-23;google ads;Conhecimento|Conversão - Notebook|12948.76;6;Tablet;17;87613;2196;227;44;3185.26;22438.59;2026-06-05 12:48:15.074127
23044;2025-07-13;LinkedIn Ads;Tráfego|Black Friday - Curso|34922.72;1;CELULAR;19;87592;1780;391;29;1369.09;21006.17;2026-06-05 12:47:44.851428
37724;2025-07-18;Meta Ads;Conversão|Remarketing - Smartphone|37693.41;17;Tablet;14;14222;832;157;44;6521.29;65675.29;2026-06-05 12:48:07.756549
44791;2025-04-04;META ADS;Conhecimento|Remarketing - Smartphone|27196.56;12;Celular;20;10897;176;43;9;1154.25;13396.29;2026-06-05 12:48:19.350746
43363;2025-02-11;LinkedIn Ads;Conversão|Lançamento - Consultoria|19166.8;10;CELULAR;5;87144;3431;238;68;5529.02;23701.61;2026-06-05 12:48:17.206854
677;2025-12-30;Email Marketing;Leads|Geração de Lead - Notebook|29056.97;3;TABLET;8;74346;4226;321;88;18600.65;35663.7;2026-06-05 12:47:09.749855
32842;2025-10-08;LinkedIn Ads;Leads|Geração de Lead - Notebook|29056.97;16;Computador;9;5191;178;18;4;288.27;3556.56;2026-06-05 12:47:59.971498
44496;2025-07-15;meta ads;Conhecimento|Remarketing - Curso|15951.94;9;Tablet;5;12207;196;16;3;902.83;2624.67;2026-06-05 12:48:18.913158
1719;2025-04-13;google ads;Tráfego|Conversão - Smartphone|19676.25;9;Computador;4;32133;2531;384;27;20141.89;33955.42;2026-06-05 12:47:11.514118
28133;2025-10-09;Linkedin Ads;Conversão|Geração de Lead - Seguro|38516.28;12;Computador;24;59913;1582;373;84;1918.38;64938.52;2026-06-05 12:47:52.670729
43625;2025-04-06; GOOGLE ADS ;Conhecimento|Conversão - Seguro|8170.15;7; celular ;19;6082;6309;1288;184;6127.34;146075.05;2026-06-05 12:48:17.599356
26435;2025-06-01;meta ads;Conhecimento|Geração de Lead - Notebook|10896.38;5;Tablet;24;62133;1264;201;49;3547.35;13700.83;2026-06-05 12:47:49.953532
17990;2025-05-02;Linkedin Ads;Conversão|Natal - E-commerce|8437.21;7;Celular;10;3522;246;52;14;1783.59;4342.48;2026-06-05 12:47:36.957378
43158;2025-06-09; TikTok Ads ;Leads|Geração de Lead - Notebook|29056.97;17;Tablet;20;60675;1958;473;98;2629.25;73691.85;2026-06-05 12:48:16.902605
26478;2025-11-04;meta ads;Leads|Conversão - Notebook|17121.39;4;Computador;1;41677;622;39;7;4145.66;5107.96;2026-06-05 12:47:50.015571
20350;2025-12-29;Meta Ads;Conversão|Natal - Seguro|32105.21;9;TABLET;20;94394;4317;247;48;5072.32;47455.71;2026-06-05 12:47:40.524162
45163;2025-11-18;Meta Ads;Conversão|Retenção - Consultoria|24657.03;13; computador;5;5532;126;18;3;534.9;1147.88;2026-06-05 12:48:19.910004
21174;2025-08-06;Google Ads;Leads|Promoção - Curso|38158.69;7;Tablet;23;94832;3996;666;111;14555.86;87420.2;2026-06-05 12:47:41.930699
181;2025-11-04;Linkedin Ads;Conversão|Lançamento - Consultoria|19166.8;15;TABLET;7;33929;1972;301;26;7849.52;29116.41;2026-06-05 12:47:08.990572
21532;2025-11-10;meta ads;Conhecimento|Geração de Lead - Notebook|10896.38;9;CELULAR;7;30027;1111;156;9;7424.41;7714.38;2026-06-05 12:47:42.477916
27358;2025-09-19;email marketing;Conhecimento|Remarketing - Curso|15951.94;13;TABLET;19;1834;133;29;4;1039.68;1666.58;2026-06-05 12:47:51.501584
47813;2025-05-24;email marketing;Conversão|Lançamento - Consultoria|19166.8;13;Tablet;23;22827;307;56;9;977.38;3242.03;2026-06-05 12:48:24.190780
12167;2025-10-27;meta ads;Leads|Conhecimento - Curso|30403.04;5; computador;5;3895;151;25;2;646.76;380.52;2026-06-05 12:47:27.888239
16499;2025-12-12; TikTok Ads ;Tráfego|Lançamento - Curso|14891.77;2;Tablet;5;63812;4283;478;35;20384.93;40991.4;2026-06-05 12:47:34.690282
29673;2025-12-07;Google Ads;Tráfego|Remarketing - E-commerce|42506.06;18;CELULAR;7;27804;1358;318;58;7594.7;33346.96;2026-06-05 12:47:55.081759
12860;2025-11-06;google ads;Conversão|Carrinho Abandonado - Seguro|49254.33;6;Tablet;14;47665;1795;141;33;1156.41;34995.88;2026-06-05 12:47:28.939080
44833;2025-12-20; GOOGLE ADS ;Conversão|Lançamento - Consultoria|19166.8;9;TABLET;9;30519;737;150;42;470.37;35378.5;2026-06-05 12:48:19.413953
45915;2025-01-27;email marketing;Conhecimento|Remarketing - Smartphone|27196.56;15; celular ;1;46307;1086;87;22;5360.78;23922.75;2026-06-05 12:48:21.095444
37823;2025-03-31;email marketing;Conversão|Carrinho Abandonado - Seguro|49254.33;4;TABLET;24;22612;865;123;34;1766.01;20493.11;2026-06-05 12:48:07.900331
29284;2025-08-21; GOOGLE ADS ;Leads|Conhecimento - Consultoria|13785.26;7; celular ;17;89365;4364;219;61;27566.63;55524.88;2026-06-05 12:47:54.500180
11390;2025-01-07;GoogleAds;Conversão|Retenção - Consultoria|24657.03;17; computador;22;58057;4468;878;137;15773.95;163185.9;2026-06-05 12:47:26.714945
30860;2025-02-02;GoogleAds;Conversão|Promoção - Seguro|44497.74;8;Celular;4;64418;2295;208;31;6140.92;45524.36;2026-06-05 12:47:56.935250
48606;2025-05-13;META ADS;Tráfego|Remarketing - E-commerce|42506.06;10; computador;23;62631;4135;586;124;13131.75;83958.92;2026-06-05 12:48:25.382791
7174;2025-04-27;meta ads;Conversão|Promoção - Seguro|44497.74;3;Computador;13;29640;450;77;8;1037.55;1098.34;2026-06-05 12:47:20.008252
34493;2025-03-11;META ADS;Leads|Promoção - Cartão|27992.3;4;Tablet;9;44693;45497;8078;844;149671.86;943199.6;2026-06-05 12:48:02.710921
5645;2025-05-11; GOOGLE ADS ;Conversão|Conhecimento - Consultoria|18945.37;2;Computador;10;50038;3802;240;33;22606.41;41711.31;2026-06-05 12:47:17.678984
43604;2025-11-18;email marketing;Conversão|Conversão - E-commerce|8801.59;2;CELULAR;12;34009;1255;180;12;634.57;13546.93;2026-06-05 12:48:17.565608
2994;2025-11-18;Email Marketing;Conversão|Conversão - E-commerce|8801.59;20; computador;16;55935;3376;440;131;26221.67;164106.92;2026-06-05 12:47:13.551873
19185;2025-03-01;Meta Ads;Conhecimento|Conversão - Seguro|8170.15;13;Tablet;20;70427;70670;6152;1508;324294.03;2253609.32;2026-06-05 12:47:38.747236
50544;2025-11-23; GOOGLE ADS ;Leads|Promoção - Curso|38158.69;1;Celular;15;54303;2596;512;124;13522.21;70563.63;2026-06-05 12:47:09.531013
37410;2025-04-12;GoogleAds;Conhecimento|Remarketing - Curso|15951.94;10;Celular;1;48410;626;110;8;2465.07;1861.88;2026-06-05 12:48:07.288811
34018;2025-10-24;GoogleAds;Conversão|Retenção - Streaming|21833.57;1;Tablet;9;71936;4608;652;68;18563.7;85905.97;2026-06-05 12:48:01.938775
24853;2025-06-18;email marketing;Conversão|Natal - E-commerce|8437.21;18; computador;12;95069;6736;945;189;43574.04;263829.4;2026-06-05 12:47:47.558749
37715;2025-04-04;google ads;Conversão|Promoção - Seguro|44497.74;1;CELULAR;11;21204;446;72;5;1951.37;5503.07;2026-06-05 12:48:07.743712
45021;2025-12-29; GOOGLE ADS ;Conversão|Natal - Seguro|32105.21;13;Computador;2;67806;3700;631;133;25144.15;79409.85;2026-06-05 12:48:19.698524
8041;2025-05-13; GOOGLE ADS ;Leads|Lançamento - Streaming|40234.48;19;TABLET;20;16660;1055;179;52;7576.0;71285.49;2026-06-05 12:47:21.498444
29855;2025-06-26;META ADS;Leads|Conversão - Streaming|36856.91;17; celular ;7;10749;301;22;2;1181.13;2329.51;2026-06-05 12:47:55.358869
47110;2025-05-20;Google Ads;Conversão|Lançamento - Consultoria|19166.8;15; celular ;20;21083;1418;86;19;10839.4;3152.69;2026-06-05 12:48:23.045430
41405;2025-09-23;Google Ads;Conversão|Retenção - Curso|31124.09;1;CELULAR;18;63645;3496;855;43;24011.13;45488.02;2026-06-05 12:48:14.199354
43598;2025-05-10;Email Marketing;Leads|Geração de Lead - Notebook|29056.97;20;Computador;20;14230;861;174;32;1433.15;8319.43;2026-06-05 12:48:17.556983
17453;2025-06-28;Google Ads;Conhecimento|Black Friday - Cartão|31537.11;17; computador;14;69346;2877;213;29;22359.54;32823.18;2026-06-05 12:47:36.145313
622;2025-10-16;Google Ads;Leads|Promoção - Curso|38158.69;11;Celular;21;86513;2997;288;54;19017.79;33768.77;2026-06-05 12:47:09.663883
11650;2025-03-25;Meta Ads;Conhecimento|Geração de Lead - Streaming|19528.65;1;TABLET;3;6938;70;10;1;276.67;487.94;2026-06-05 12:47:27.097791
33372;2025-11-08;Google Ads;Leads|Carrinho Abandonado - Streaming|29039.22;6; celular ;20;11021;802;136;29;1601.66;12161.55;2026-06-05 12:48:00.825435
34485;2025-04-08; TikTok Ads ;Conversão|Conhecimento - Consultoria|18945.37;1;CELULAR;22;55894;792;55;6;3681.51;4800.0;2026-06-05 12:48:02.698830
40700;2025-08-26;email marketing;Conversão|Conhecimento - Smartphone|27039.23;9;TABLET;6;56890;2846;211;23;20923.84;31267.17;2026-06-05 12:48:13.067861
30111;2025-02-18; GOOGLE ADS ;Conhecimento|Geração de Lead - Notebook|10896.38;6;Computador;19;21544;775;87;20;4187.09;28560.84;2026-06-05 12:47:55.764586
39710;2025-02-15; GOOGLE ADS ;Leads|Conhecimento - Consultoria|13785.26;7;Celular;5;25056;409;49;11;740.46;8709.34;2026-06-05 12:48:11.562073
38564;2025-05-27;email marketing;Conversão|Carrinho Abandonado - Seguro|49254.33;17;TABLET;14;15189;743;143;14;2548.2;13444.06;2026-06-05 12:48:09.347436
35123;2025-08-03;Meta Ads;Conhecimento|Conversão - Notebook|12948.76;7;Computador;9;48279;2359;513;46;8915.39;25632.68;2026-06-05 12:48:03.723534
45660;2025-12-22; GOOGLE ADS ;Leads|Promoção - Cartão|27992.3;18;CELULAR;16;73186;836;99;7;2221.32;4896.37;2026-06-05 12:48:20.668234
25727;2025-03-02;Meta Ads;Conhecimento|Geração de Lead - Streaming|19528.65;20;TABLET;16;71716;5222;288;44;40960.53;14561.0;2026-06-05 12:47:48.865789
14484;2025-11-05;META ADS;Leads|Conhecimento - Consultoria|13785.26;12;Computador;3;54610;687;53;12;2355.84;8541.39;2026-06-05 12:47:31.570643
42820;2025-11-03; GOOGLE ADS ;Leads|Carrinho Abandonado - Streaming|29039.22;5;CELULAR;3;25094;1828;378;72;2739.9;74501.48;2026-06-05 12:48:16.354899
37596;2025-07-08;Email Marketing;Leads|Geração de Lead - Seguro|45408.77;4;TABLET;2;84574;3197;198;11;2134.01;8195.59;2026-06-05 12:48:07.563287
3756;2025-10-11;GoogleAds;Leads|Conhecimento - Curso|30403.04;8; computador;15;44168;2833;344;66;18614.36;61797.45;2026-06-05 12:47:14.741655
6511;2025-11-05;Linkedin Ads;Conhecimento|Conversão - Seguro|8170.15;3;TABLET;13;89458;3641;299;16;4833.35;4888.0;2026-06-05 12:47:19.006668
10809;2025-06-30;meta ads;Conversão|Carrinho Abandonado - E-commerce|23497.06;3;Tablet;7;39491;2571;520;86;7804.51;32825.69;2026-06-05 12:47:25.823611
31625;2025-11-09;email marketing;Conversão|Remarketing - Smartphone|37693.41;4;CELULAR;13;8563;487;99;23;2508.85;10617.77;2026-06-05 12:47:58.142957
11577;2025-04-11;google ads;Conversão|Remarketing - Smartphone|37693.41;4;TABLET;9;55184;3358;248;37;26258.98;7298.27;2026-06-05 12:47:26.989409
10786;2025-03-29;Google Ads;Tráfego|Black Friday - Curso|34922.72;18;Celular;21;55461;2266;403;117;11118.11;49068.01;2026-06-05 12:47:25.787726
4959;2025-08-18;meta ads;Conversão|Geração de Lead - Seguro|38516.28;3; computador;22;87131;6124;951;87;21747.03;59431.65;2026-06-05 12:47:16.616663
3697;2025-08-30;google ads;Conhecimento|Carrinho Abandonado - Smartphone|21790.31;4;Computador;19;82145;4976;1152;105;27496.24;104338.67;2026-06-05 12:47:14.653219
35493;2025-02-06;GoogleAds;Conhecimento|Promoção - Streaming|22865.73;16; computador;18;28612;1799;447;66;4325.34;47789.64;2026-06-05 12:48:04.284611
25482;2025-03-10;META ADS;Leads|Carrinho Abandonado - Streaming|29039.22;6;Tablet;17;8549;97;9;2;523.04;759.05;2026-06-05 12:47:48.498891
7595;2025-08-15;LinkedIn Ads;Leads|Geração de Lead - Seguro|45408.77;20;Celular;19;60466;4319;511;152;24101.61;150486.86;2026-06-05 12:47:20.669148
25584;2025-08-10;Meta Ads;Conhecimento|Geração de Lead - Streaming|19528.65;3; computador;4;67941;1798;154;46;7837.25;51734.29;2026-06-05 12:47:48.653212
48590;2025-05-16;Google Ads;Tráfego|Remarketing - E-commerce|42506.06;14;Celular;15;11185;663;118;31;2407.43;11238.13;2026-06-05 12:48:25.359754
13717;2025-12-13;LinkedIn Ads;Conhecimento|Conversão - Seguro|8170.15;11;CELULAR;1;66321;3789;668;196;2411.13;74986.92;2026-06-05 12:47:30.224864
1114;2025-04-29;META ADS;Conversão|Retenção - Curso|31124.09;15; celular ;22;18842;714;38;8;1079.24;7035.06;2026-06-05 12:47:10.420851
47759;2025-04-02;Google Ads;Conversão|Retenção - E-commerce|49009.36;1;Celular;23;16097;476;73;21;1238.04;26127.93;2026-06-05 12:48:24.107722
22973;2025-04-27; TikTok Ads ;Tráfego|Lançamento - Curso|14891.77;18;Tablet;4;38043;468;97;23;3069.35;26033.72;2026-06-05 12:47:44.745609
2705;2025-08-21;Meta Ads;Conhecimento|Geração de Lead - E-commerce|17017.19;13;TABLET;4;34361;1651;396;32;6328.84;9996.89;2026-06-05 12:47:13.068324
18568;2025-08-06;Google Ads;Conhecimento|Conversão - Seguro|8170.15;8;Computador;17;96820;6060;1123;263;44782.61;279742.47;2026-06-05 12:47:37.826531
19147;2025-06-10; GOOGLE ADS ;Leads|Natal - Curso|23414.44;5; celular ;10;78120;894;186;37;887.27;47947.57;2026-06-05 12:47:38.688601
48170;2025-08-15;LinkedIn Ads;Leads|Geração de Lead - Seguro|45408.77;5;Tablet;3;40554;588;45;8;1752.97;1659.84;2026-06-05 12:48:24.732169
913;2025-08-11;Email Marketing;Conversão|Carrinho Abandonado - Seguro|49254.33;17;CELULAR;12;83104;2645;323;27;17469.98;25915.98;2026-06-05 12:47:10.108636
31360;2025-07-29;Email Marketing;Leads|Promoção - Cartão|27992.3;10;TABLET;23;78394;2237;252;33;5582.48;40785.75;2026-06-05 12:47:57.719155
19784;2025-06-24;meta ads;Conhecimento|Geração de Lead - Consultoria|47452.46;13; computador;15;19836;1140;105;19;9082.54;12574.28;2026-06-05 12:47:39.660692
21051;2025-10-13;Google Ads;Conversão|Retenção - Consultoria|11597.52;1;Tablet;20;46771;2914;158;14;8794.24;10359.13;2026-06-05 12:47:41.748063
43311;2025-03-31;google ads;Tráfego|Black Friday - Curso|34922.72;19;Computador;19;72771;1422;93;25;4542.81;13851.74;2026-06-05 12:48:17.130961
41614;2025-08-05; GOOGLE ADS ;Tráfego|Conversão - Smartphone|19676.25;3; computador;10;90889;7247;1791;381;52932.2;347090.6;2026-06-05 12:48:14.526997
21599;2025-01-20;Meta Ads;Leads|Lançamento - Streaming|40234.48;9;Computador;15;94761;3697;264;72;13174.77;58860.8;2026-06-05 12:47:42.581352
44089;2025-09-27;Linkedin Ads;Conversão|Carrinho Abandonado - E-commerce|23497.06;7;TABLET;13;6139;69;16;1;308.16;912.04;2026-06-05 12:48:18.307806
31799;2025-08-07;Linkedin Ads;Conhecimento|Remarketing - Smartphone|27196.56;18;Celular;21;44706;2106;228;12;9142.21;4143.18;2026-06-05 12:47:58.402379
27280;2025-09-29;Linkedin Ads;Conversão|Carrinho Abandonado - Seguro|49254.33;2;Tablet;21;19191;858;47;11;6406.84;4100.45;2026-06-05 12:47:51.374649
